race_id,track,total_laps,track_temp,pit_lane_time,base_lap_time,lap_band,temp_band,unique_sequence_count,two_stop_drivers,top_sequence,top_sequence_count,soft_share,medium_share,hard_share,soft_hard_share,medium_hard_share,hard_medium_share,medium_soft_share,soft_medium_share,is_challenge,challenge_score
R12736,Monza,42.0,28.0,22.8,80.8,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.35,0.4,0.25,0.2,0.3,0.15,0.1,0.15,0,0.012488825866121453
R22411,Monaco,62.0,22.0,23.3,82.5,long,cool,11.0,5.0,MEDIUM>SOFT,3.0,0.35,0.35,0.3,0.05,0.15,0.1,0.15,0.15,0,0.012478300019592076
R26928,Suzuka,53.0,42.0,22.7,81.8,mid,hot,10.0,5.0,MEDIUM>SOFT,4.0,0.4,0.4,0.2,0.15,0.1,0.1,0.2,0.15,0,0.012463018039867256
R06243,Monza,44.0,34.0,22.7,87.1,mid_short,warm,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.35,0.3,0.2,0.15,0.2,0.2,0.15,0,0.012445559570687286
R12843,Monza,43.0,28.0,24.0,85.6,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.4,0.25,0.1,0.15,0.15,0.25,0.25,0,0.01244275661355289
R14683,Monza,37.0,28.0,21.4,91.4,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.4,0.25,0.15,0.2,0.2,0.2,0.2,0,0.012439154131211397
R13812,Suzuka,37.0,27.0,22.0,84.7,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.35,0.3,0.25,0.25,0.2,0.1,0.1,0,0.012433960182749802
R26247,Monza,43.0,20.0,22.0,88.8,mid_short,cool,12.0,6.0,MEDIUM>HARD,4.0,0.35,0.4,0.25,0.15,0.2,0.1,0.1,0.1,0,0.01242717140553939
R28889,Monza,42.0,24.0,22.6,87.8,mid_short,cool,11.0,6.0,MEDIUM>SOFT,3.0,0.3,0.4,0.3,0.1,0.15,0.1,0.15,0.1,0,0.012410372035316199
R28264,COTA,41.0,23.0,23.8,86.0,mid_short,cool,12.0,10.0,SOFT>HARD>SOFT,3.0,0.45,0.3,0.25,0.15,0.0,0.1,0.1,0.05,0,0.01240800099511793
R28652,Suzuka,68.0,28.0,20.3,80.0,long,mild,11.0,5.0,MEDIUM>SOFT,3.0,0.35,0.35,0.3,0.15,0.05,0.15,0.15,0.1,0,0.012395107284927464
R21416,Monza,68.0,24.0,20.7,89.4,long,cool,9.0,7.0,MEDIUM>HARD,4.0,0.4,0.3,0.3,0.15,0.2,0.15,0.1,0.0,0,0.012388980573627724
R19366,Suzuka,39.0,30.0,22.3,86.4,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.45,0.35,0.2,0.2,0.25,0.15,0.1,0.25,0,0.012378677042818078
R26852,Bahrain,55.0,39.0,20.5,85.2,mid,hot,11.0,6.0,MEDIUM>SOFT,3.0,0.45,0.2,0.35,0.1,0.05,0.15,0.15,0.15,0,0.012373083574618539
R18946,Monza,43.0,28.0,21.3,80.3,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.3,0.3,0.4,0.2,0.15,0.15,0.15,0.1,0,0.012370302859525952
R21426,Suzuka,43.0,23.0,21.4,80.9,mid_short,cool,9.0,4.0,SOFT>MEDIUM,4.0,0.45,0.3,0.25,0.2,0.05,0.2,0.15,0.2,0,0.01236925764404686
R26478,Suzuka,65.0,23.0,22.3,85.1,long,cool,10.0,5.0,MEDIUM>HARD,4.0,0.35,0.45,0.2,0.1,0.2,0.15,0.1,0.15,0,0.0123689215323901
R06590,Suzuka,37.0,28.0,23.2,80.3,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.45,0.25,0.1,0.2,0.15,0.25,0.2,0,0.01236687577483294
R13164,Silverstone,42.0,30.0,21.5,82.0,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.35,0.3,0.15,0.2,0.2,0.15,0.2,0,0.012359199466638368
R25016,Suzuka,66.0,40.0,21.7,86.2,long,hot,10.0,8.0,MEDIUM>SOFT,5.0,0.4,0.4,0.2,0.05,0.1,0.15,0.25,0.05,0,0.012334810359428747
R23076,Monza,66.0,39.0,21.7,84.9,long,hot,10.0,4.0,HARD>SOFT,4.0,0.25,0.25,0.5,0.1,0.2,0.2,0.05,0.05,0,0.012327553500656447
R21103,Suzuka,44.0,37.0,21.7,82.5,mid_short,hot,11.0,5.0,HARD>MEDIUM,4.0,0.4,0.25,0.35,0.1,0.15,0.2,0.05,0.2,0,0.012326504677187508
R25325,Monaco,69.0,38.0,23.5,84.3,long,hot,11.0,6.0,MEDIUM>SOFT,3.0,0.3,0.4,0.3,0.15,0.15,0.15,0.15,0.05,0,0.01231282189826537
R07847,Monza,35.0,30.0,23.5,82.5,short,mild,5.0,0.0,MEDIUM>SOFT,7.0,0.45,0.35,0.2,0.35,0.0,0.15,0.35,0.1,0,0.01231096362688399
R07379,Suzuka,36.0,28.0,21.8,82.4,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.2,0.45,0.35,0.05,0.2,0.25,0.25,0.15,0,0.012305448232887114
R02829,Monaco,27.0,28.0,21.3,87.1,short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.45,0.3,0.25,0.25,0.25,0.2,0.05,0.2,0,0.012294154693635631
R28053,Monaco,42.0,23.0,23.0,81.5,mid_short,cool,11.0,6.0,HARD>SOFT,4.0,0.35,0.15,0.5,0.05,0.1,0.15,0.05,0.15,0,0.012274513788479316
R21214,Suzuka,44.0,23.0,22.6,81.5,mid_short,cool,10.0,5.0,HARD>SOFT,5.0,0.35,0.3,0.35,0.1,0.15,0.05,0.1,0.1,0,0.012253693643185841
R26183,Monza,61.0,40.0,20.5,80.2,long,hot,12.0,6.0,MEDIUM>SOFT,4.0,0.4,0.35,0.25,0.1,0.05,0.1,0.2,0.15,0,0.012251289805807357
R03282,Monza,25.0,29.0,23.8,83.7,short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.2,0.4,0.4,0.05,0.3,0.3,0.1,0.15,0,0.012230831395000299
R22449,Monaco,54.0,40.0,23.1,91.1,mid,hot,10.0,5.0,MEDIUM>HARD,4.0,0.4,0.45,0.15,0.15,0.2,0.15,0.15,0.1,0,0.01223064536927142
R06865,Spa,45.0,27.0,23.5,80.9,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.35,0.3,0.2,0.2,0.15,0.15,0.15,0,0.012196894385399176
R18889,Monza,39.0,28.0,22.7,87.6,mid_short,mild,6.0,0.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.2,0.15,0.2,0.15,0.1,0,0.012195856301615054
R26403,Monaco,41.0,38.0,21.9,84.2,mid_short,hot,12.0,10.0,SOFT>MEDIUM>SOFT,3.0,0.5,0.15,0.35,0.05,0.05,0.05,0.05,0.15,0,0.01218527508809791
R06619,Suzuka,40.0,28.0,20.3,80.8,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.45,0.2,0.1,0.2,0.1,0.25,0.25,0,0.012169527115277074
R27503,Suzuka,67.0,18.0,23.6,91.1,long,cool,10.0,6.0,MEDIUM>SOFT,4.0,0.5,0.3,0.2,0.1,0.1,0.1,0.2,0.2,0,0.0121551951380386
R29214,Monza,42.0,23.0,21.2,80.8,mid_short,cool,12.0,7.0,MEDIUM>SOFT,4.0,0.35,0.35,0.3,0.15,0.05,0.1,0.2,0.1,0,0.012140021503555124
R06334,Monaco,38.0,27.0,24.0,82.4,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.35,0.3,0.2,0.25,0.2,0.1,0.15,0,0.012131940041008739
R15968,Monaco,44.0,29.0,22.1,83.8,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.5,0.3,0.2,0.25,0.25,0.1,0.05,0.25,0,0.012117482662023634
R06517,Monaco,45.0,30.0,21.4,83.0,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.45,0.25,0.2,0.3,0.2,0.15,0.1,0,0.012109444062291835
R20611,Monza,36.0,30.0,21.5,80.6,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.45,0.25,0.2,0.2,0.15,0.25,0.1,0,0.01210174756560932
R25820,Monza,70.0,24.0,21.5,82.5,long,cool,12.0,7.0,HARD>SOFT,4.0,0.35,0.4,0.25,0.1,0.1,0.05,0.15,0.05,0,0.01209875223959131
R22464,Monaco,52.0,39.0,21.5,86.5,mid,hot,9.0,4.0,MEDIUM>HARD,4.0,0.4,0.4,0.2,0.1,0.2,0.15,0.15,0.2,0,0.012084189036398067
R10702,Suzuka,39.0,28.0,21.7,81.2,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.3,0.4,0.3,0.25,0.3,0.2,0.1,0.05,0,0.012057005197156745
R05053,Suzuka,27.0,31.0,20.5,81.2,short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.3,0.3,0.4,0.2,0.25,0.25,0.05,0.1,0,0.012055349237952878
R11441,Monaco,44.0,29.0,20.4,85.5,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.3,0.3,0.4,0.1,0.1,0.2,0.2,0.2,0,0.012053382489605607
R21875,Suzuka,43.0,38.0,23.0,82.1,mid_short,hot,8.0,3.0,SOFT>MEDIUM,4.0,0.35,0.3,0.35,0.05,0.15,0.15,0.15,0.2,0,0.012034773414564146
R25613,Suzuka,44.0,22.0,20.7,85.5,mid_short,cool,9.0,6.0,MEDIUM>SOFT,5.0,0.4,0.35,0.25,0.25,0.1,0.1,0.25,0.0,0,0.012033205653492557
R29521,Bahrain,41.0,38.0,22.0,82.5,mid_short,hot,10.0,6.0,MEDIUM>HARD,4.0,0.35,0.45,0.2,0.2,0.2,0.1,0.15,0.0,0,0.012031600995572189
R12998,Monaco,43.0,30.0,21.3,85.6,mid_short,mild,6.0,0.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.1,0.15,0.2,0.15,0.2,0,0.012028739477419573
R10735,Monza,42.0,30.0,20.9,85.9,mid_short,mild,5.0,0.0,MEDIUM>SOFT,5.0,0.35,0.25,0.4,0.15,0.0,0.25,0.25,0.2,0,0.01202286108302765
R29311,Monaco,41.0,24.0,22.3,93.7,mid_short,cool,12.0,6.0,MEDIUM>HARD,3.0,0.3,0.4,0.3,0.05,0.15,0.15,0.1,0.1,0,0.012009542079877486
R23997,Bahrain,41.0,18.0,22.8,85.4,mid_short,cool,7.0,1.0,MEDIUM>HARD,4.0,0.35,0.3,0.35,0.15,0.2,0.15,0.1,0.2,0,0.01199147944737948
R29389,Monza,68.0,37.0,21.7,88.9,long,hot,8.0,3.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.1,0.1,0.15,0.2,0.1,0,0.011987714943555222
R21859,Suzuka,44.0,28.0,20.0,93.5,mid_short,mild,10.0,6.0,MEDIUM>HARD,4.0,0.55,0.3,0.15,0.15,0.2,0.05,0.1,0.15,0,0.011949436066445319
R20022,Monza,44.0,29.0,21.4,85.6,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.3,0.2,0.5,0.1,0.1,0.25,0.1,0.2,0,0.01194812612490886
R22188,Suzuka,40.0,23.0,23.0,84.6,mid_short,cool,9.0,4.0,MEDIUM>SOFT,4.0,0.25,0.4,0.35,0.1,0.1,0.15,0.2,0.1,0,0.011945633568969327
R07708,Monaco,45.0,29.0,23.0,85.5,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.3,0.35,0.35,0.15,0.15,0.15,0.2,0.15,0,0.011944980240844203
R29763,Bahrain,43.0,21.0,21.0,87.6,mid_short,cool,10.0,6.0,MEDIUM>HARD,4.0,0.5,0.35,0.15,0.2,0.2,0.05,0.1,0.1,0,0.011944026548501897
R22472,Monza,65.0,24.0,21.6,86.4,long,cool,11.0,5.0,MEDIUM>HARD,3.0,0.3,0.3,0.4,0.05,0.15,0.15,0.1,0.15,0,0.011942334161728416
R18737,Bahrain,41.0,28.0,23.6,81.7,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.4,0.25,0.2,0.2,0.15,0.2,0.15,0,0.01194062746628837
R20492,Suzuka,43.0,29.0,23.6,80.2,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.25,0.35,0.4,0.05,0.2,0.15,0.15,0.2,0,0.011932783746041679
R16917,Monaco,43.0,29.0,21.9,86.2,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.45,0.25,0.15,0.2,0.2,0.25,0.15,0,0.011932324561887656
R06248,Monza,35.0,28.0,23.8,90.7,short,mild,6.0,0.0,HARD>SOFT,5.0,0.3,0.2,0.5,0.1,0.05,0.25,0.15,0.2,0,0.011905167442612805
R25870,Monza,42.0,39.0,21.9,87.6,mid_short,hot,9.0,3.0,MEDIUM>SOFT,5.0,0.35,0.5,0.15,0.25,0.15,0.05,0.25,0.05,0,0.01189885537855609
R05792,Monza,26.0,28.0,23.5,83.4,short,mild,5.0,0.0,MEDIUM>HARD,6.0,0.35,0.3,0.35,0.1,0.3,0.25,0.0,0.25,0,0.011877235008646564
R11526,Suzuka,39.0,29.0,20.7,81.0,mid_short,mild,5.0,0.0,MEDIUM>SOFT,5.0,0.2,0.45,0.35,0.2,0.2,0.2,0.25,0.0,0,0.011873875316584716
R13431,Monza,35.0,28.0,22.8,90.4,short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.25,0.45,0.3,0.1,0.25,0.15,0.2,0.15,0,0.011870639580782041
R29631,Monza,43.0,38.0,22.9,84.1,mid_short,hot,8.0,4.0,HARD>MEDIUM,4.0,0.35,0.25,0.4,0.0,0.1,0.2,0.1,0.2,0,0.011869965251186193
R12432,Suzuka,41.0,28.0,23.7,91.7,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.3,0.35,0.2,0.1,0.2,0.2,0.15,0,0.01186844477432609
R17899,Monaco,45.0,33.0,23.1,83.8,mid_short,warm,6.0,0.0,MEDIUM>HARD,4.0,0.25,0.4,0.35,0.2,0.2,0.2,0.2,0.05,0,0.011856286712460007
R18010,Suzuka,41.0,33.0,23.1,81.7,mid_short,warm,6.0,0.0,MEDIUM>HARD,4.0,0.4,0.35,0.25,0.2,0.2,0.1,0.15,0.2,0,0.01184895248797065
R15313,Suzuka,44.0,28.0,24.0,84.7,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.3,0.25,0.45,0.15,0.15,0.2,0.1,0.15,0,0.01183445461073619
R23506,Monza,50.0,42.0,23.9,83.9,mid,hot,11.0,8.0,SOFT>MEDIUM>HARD,3.0,0.4,0.35,0.25,0.1,0.1,0.1,0.15,0.1,0,0.011831211179863087
R09384,Monaco,45.0,30.0,21.1,88.1,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.25,0.5,0.25,0.1,0.25,0.2,0.25,0.15,0,0.011820324988601447
R29779,Bahrain,65.0,22.0,23.0,81.5,long,cool,10.0,5.0,HARD>SOFT,4.0,0.3,0.25,0.45,0.05,0.1,0.2,0.15,0.05,0,0.011806333100484357
R10248,Bahrain,40.0,27.0,23.0,83.4,mid_short,mild,5.0,0.0,MEDIUM>HARD,5.0,0.35,0.4,0.25,0.2,0.25,0.25,0.15,0.15,0,0.01180127588808238
R08321,Suzuka,38.0,30.0,21.7,81.1,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.4,0.4,0.2,0.15,0.15,0.1,0.25,0.25,0,0.011796958625640975
R23886,Monza,68.0,39.0,22.3,91.6,long,hot,10.0,7.0,MEDIUM>HARD,4.0,0.4,0.4,0.2,0.1,0.2,0.15,0.1,0.1,0,0.01179566304465893
R24971,Monza,70.0,38.0,20.7,94.3,long,hot,11.0,7.0,MEDIUM>HARD,4.0,0.4,0.25,0.35,0.05,0.2,0.15,0.05,0.1,0,0.011791593762028114
R09672,Monza,40.0,29.0,22.4,87.8,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.3,0.4,0.3,0.1,0.2,0.15,0.2,0.2,0,0.01178853685671803
R28913,Bahrain,40.0,20.0,22.0,82.2,mid_short,cool,10.0,7.0,MEDIUM>SOFT,4.0,0.35,0.4,0.25,0.0,0.15,0.15,0.2,0.15,0,0.011783196696172662
R19731,Monza,39.0,27.0,21.9,85.5,mid_short,mild,4.0,0.0,MEDIUM>SOFT,6.0,0.45,0.3,0.25,0.3,0.0,0.25,0.3,0.15,0,0.011780717122876686
R04694,Monza,27.0,28.0,21.7,80.0,short,mild,6.0,0.0,MEDIUM>HARD,7.0,0.35,0.4,0.25,0.1,0.35,0.2,0.05,0.25,0,0.011774391363137605
R23848,Monaco,41.0,40.0,22.6,81.7,mid_short,hot,8.0,4.0,MEDIUM>SOFT,5.0,0.35,0.3,0.35,0.15,0.0,0.15,0.25,0.1,0,0.011765114174355861
R13468,Suzuka,43.0,30.0,23.7,87.3,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.4,0.25,0.15,0.15,0.15,0.25,0.2,0,0.011758767603534247
R28920,Suzuka,40.0,20.0,21.6,81.0,mid_short,cool,9.0,3.0,MEDIUM>SOFT,6.0,0.3,0.5,0.2,0.15,0.1,0.1,0.3,0.1,0,0.011743342369272429
R01307,Monza,32.0,28.0,22.0,82.9,short,mild,4.0,0.0,MEDIUM>HARD,6.0,0.25,0.3,0.45,0.25,0.3,0.25,0.0,0.0,0,0.011741646639545068
R15128,Monaco,41.0,30.0,22.9,81.0,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.2,0.45,0.35,0.05,0.25,0.2,0.2,0.15,0,0.011715918314248489
R16134,Monza,43.0,29.0,20.7,89.2,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.4,0.3,0.2,0.15,0.2,0.25,0.1,0,0.011708503050239807
R04722,Monza,28.0,33.0,23.2,82.8,short,warm,5.0,0.0,MEDIUM>HARD,5.0,0.35,0.25,0.4,0.25,0.25,0.25,0.0,0.1,0,0.01170403739467276
R07271,Monza,45.0,29.0,21.8,83.1,mid_short,mild,5.0,0.0,MEDIUM>SOFT,6.0,0.45,0.5,0.05,0.25,0.2,0.05,0.3,0.2,0,0.011702047162024849
R21843,Monza,55.0,19.0,24.0,80.9,mid,cool,14.0,9.0,HARD>SOFT,3.0,0.3,0.3,0.4,0.05,0.05,0.1,0.15,0.05,0,0.01167883697616373
R16513,Monza,43.0,28.0,23.2,84.4,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.25,0.3,0.45,0.2,0.15,0.2,0.15,0.05,0,0.011678518225392225
R24751,Silverstone,52.0,37.0,21.8,87.0,mid,hot,9.0,6.0,MEDIUM>HARD,3.0,0.45,0.35,0.2,0.1,0.15,0.15,0.15,0.15,0,0.011668778063945583
R13979,Monza,38.0,30.0,23.0,86.9,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.3,0.35,0.2,0.2,0.15,0.1,0.15,0,0.011651602865964979
R19149,Suzuka,43.0,29.0,21.7,91.3,mid_short,mild,6.0,0.0,HARD>SOFT,4.0,0.3,0.3,0.4,0.15,0.15,0.2,0.15,0.15,0,0.011645014284094882
R12881,Monza,35.0,32.0,22.4,85.5,short,warm,6.0,0.0,MEDIUM>SOFT,5.0,0.25,0.5,0.25,0.2,0.25,0.15,0.25,0.05,0,0.011634521714879458
R14029,Monza,38.0,32.0,23.0,83.1,mid_short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.2,0.5,0.3,0.15,0.25,0.25,0.25,0.05,0,0.011631182074395
R08147,Monaco,40.0,28.0,24.0,85.3,mid_short,mild,6.0,0.0,HARD>SOFT,4.0,0.25,0.35,0.4,0.15,0.2,0.2,0.15,0.1,0,0.01162485550864889
R00538,Monza,26.0,28.0,21.9,90.7,short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.25,0.4,0.15,0.2,0.2,0.05,0.2,0,0.011623911634218487
R09741,Monaco,42.0,28.0,21.8,81.2,mid_short,mild,6.0,0.0,MEDIUM>HARD,6.0,0.35,0.35,0.3,0.25,0.3,0.2,0.05,0.1,0,0.011623686372662256
R18703,Monaco,35.0,30.0,22.2,85.7,short,mild,6.0,0.0,HARD>SOFT,5.0,0.35,0.2,0.45,0.2,0.1,0.2,0.1,0.15,0,0.011617792379239194
R18139,Suzuka,41.0,29.0,22.0,85.4,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.3,0.4,0.3,0.2,0.2,0.1,0.2,0.1,0,0.011613524606482484
R06252,Suzuka,44.0,27.0,22.9,86.7,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.35,0.35,0.3,0.15,0.1,0.15,0.25,0.2,0,0.011608786802569113
R22456,Bahrain,42.0,20.0,20.6,86.0,mid_short,cool,10.0,8.0,MEDIUM>HARD,4.0,0.4,0.25,0.35,0.0,0.2,0.15,0.0,0.1,0,0.011603292024928501
R24082,Suzuka,64.0,23.0,22.9,91.1,long,cool,10.0,4.0,MEDIUM>SOFT,3.0,0.35,0.3,0.35,0.1,0.1,0.15,0.15,0.15,0,0.011594212674240573
R15515,Monaco,42.0,28.0,20.6,83.0,mid_short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.25,0.4,0.35,0.15,0.25,0.2,0.15,0.1,0,0.011591044444659384
R02740,Suzuka,30.0,28.0,22.3,88.4,short,mild,4.0,0.0,MEDIUM>HARD,6.0,0.3,0.3,0.4,0.3,0.3,0.3,0.0,0.0,0,0.01158806808785408
R27009,Monza,57.0,42.0,20.9,94.7,long,hot,11.0,6.0,MEDIUM>HARD,3.0,0.45,0.35,0.2,0.1,0.15,0.15,0.1,0.15,0,0.011586309692506085
R23298,Suzuka,44.0,41.0,20.2,90.2,mid_short,hot,10.0,7.0,HARD>SOFT,4.0,0.35,0.25,0.4,0.1,0.15,0.15,0.0,0.05,0,0.011578299438763389
R07521,Monza,42.0,29.0,23.8,91.8,mid_short,mild,6.0,0.0,HARD>SOFT,4.0,0.35,0.25,0.4,0.15,0.05,0.2,0.2,0.2,0,0.011573840680752092
R03218,Bahrain,25.0,28.0,23.8,81.3,short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.4,0.25,0.2,0.25,0.2,0.15,0.15,0,0.011570939644754046
R07997,Suzuka,45.0,28.0,21.3,89.2,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.3,0.35,0.35,0.2,0.1,0.2,0.25,0.1,0,0.01155986354645416
R03670,Suzuka,25.0,31.0,20.9,80.0,short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.25,0.35,0.4,0.1,0.25,0.25,0.1,0.15,0,0.01155979920632692
R22437,Monza,62.0,20.0,23.5,89.5,long,cool,10.0,5.0,HARD>SOFT,3.0,0.4,0.3,0.3,0.1,0.1,0.1,0.15,0.15,0,0.011548159143406284
R11949,Monaco,41.0,27.0,22.7,87.7,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.35,0.25,0.4,0.2,0.2,0.2,0.05,0.15,0,0.011545410176761762
R17877,Silverstone,44.0,29.0,22.9,83.1,mid_short,mild,6.0,0.0,MEDIUM>SOFT,5.0,0.45,0.3,0.25,0.25,0.05,0.2,0.25,0.2,0,0.011543279722824068
R15053,Monza,44.0,29.0,22.7,81.4,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.15,0.45,0.4,0.05,0.25,0.15,0.2,0.1,0,0.011536584034671896
R06819,Monza,45.0,32.0,20.8,82.3,mid_short,warm,6.0,0.0,MEDIUM>HARD,6.0,0.2,0.4,0.4,0.05,0.3,0.3,0.1,0.15,0,0.011518738129213984
R24519,Suzuka,65.0,42.0,23.9,81.1,long,hot,8.0,2.0,HARD>SOFT,5.0,0.25,0.35,0.4,0.15,0.15,0.15,0.15,0.05,0,0.011516448672139254
R18156,Monaco,40.0,29.0,23.7,81.5,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.4,0.1,0.5,0.2,0.05,0.25,0.05,0.2,0,0.011513839081274522
R26286,Monza,40.0,41.0,20.5,82.8,mid_short,hot,8.0,5.0,MEDIUM>SOFT,4.0,0.35,0.2,0.45,0.1,0.0,0.2,0.2,0.2,0,0.011513665934161857
R22366,Monaco,41.0,24.0,23.4,80.5,mid_short,cool,10.0,5.0,MEDIUM>HARD,4.0,0.35,0.35,0.3,0.2,0.2,0.1,0.05,0.1,0,0.011510388791286198
R21011,Suzuka,49.0,38.0,22.9,85.6,mid,hot,8.0,3.0,MEDIUM>HARD,4.0,0.4,0.4,0.2,0.2,0.2,0.05,0.15,0.1,0,0.011491311916376905
R28360,Suzuka,43.0,39.0,23.7,92.5,mid_short,hot,10.0,4.0,MEDIUM>HARD,4.0,0.3,0.35,0.35,0.1,0.2,0.15,0.05,0.15,0,0.011487565298171219
R24975,Suzuka,43.0,42.0,22.3,81.8,mid_short,hot,10.0,4.0,HARD>SOFT,4.0,0.2,0.4,0.4,0.05,0.2,0.05,0.2,0.1,0,0.011477033119824294
R22182,Monza,51.0,22.0,20.2,86.2,mid,cool,10.0,4.0,MEDIUM>HARD,4.0,0.35,0.4,0.25,0.15,0.2,0.1,0.15,0.1,0,0.011473575197027564
R29984,Monza,41.0,21.0,23.7,81.9,mid_short,cool,11.0,5.0,MEDIUM>HARD,4.0,0.2,0.4,0.4,0.1,0.2,0.1,0.15,0.05,0,0.011466430695137888
R09779,Monaco,42.0,34.0,23.7,84.0,mid_short,warm,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.35,0.3,0.2,0.25,0.25,0.1,0.15,0,0.011447452122804232
R25568,Monza,68.0,39.0,23.1,80.3,long,hot,11.0,6.0,MEDIUM>HARD,3.0,0.25,0.4,0.35,0.15,0.15,0.1,0.15,0.05,0,0.011444940729386096
R22635,COTA,45.0,23.0,22.6,82.2,mid_short,cool,13.0,8.0,MEDIUM>SOFT,4.0,0.4,0.4,0.2,0.1,0.1,0.1,0.2,0.05,0,0.011441140739672007
R22114,Suzuka,44.0,29.0,22.5,85.8,mid_short,mild,10.0,4.0,MEDIUM>SOFT,4.0,0.4,0.45,0.15,0.15,0.1,0.1,0.2,0.2,0,0.01143020177467338
R07074,Monaco,35.0,30.0,23.4,90.6,short,mild,6.0,0.0,MEDIUM>HARD,5.0,0.35,0.3,0.35,0.15,0.25,0.2,0.05,0.2,0,0.011428031979939312
R10706,Silverstone,45.0,30.0,23.8,81.1,mid_short,mild,6.0,0.0,MEDIUM>HARD,4.0,0.3,0.35,0.35,0.15,0.2,0.15,0.15,0.15,0,0.011426989514402259
R13263,Monza,38.0,29.0,21.7,92.3,mid_short,mild,6.0,0.0,MEDIUM>SOFT,4.0,0.35,0.35,0.3,0.2,0.15,0.2,0.2,0.15,0,0.011426907841870974
R22239,Silverstone,67.0,37.0,23.9,91.0,long,hot,8.0,2.0,MEDIUM>HARD,4.0,0.45,0.4,0.15,0.15,0.2,0.1,0.2,0.2,0,0.011420927306297428
R22948,Monza,40.0,20.0,23.7,83.9,mid_short,cool,9.0,6.0,MEDIUM>SOFT,4.0,0.4,0.2,0.4,0.15,0.0,0.15,0.2,0.15,0,0.01142091047247241
R26246,Bahrain,40.0,21.0,20.7,84.0,mid_short,cool,11.0,6.0,MEDIUM>HARD,4.0,0.3,0.3,0.4,0.1,0.2,0.2,0.05,0.05,0,0.011417477911891667
R17488,Suzuka,42.0,30.0,21.3,81.4,mid_short,mild,6.0,0.0,HARD>SOFT,5.0,0.3,0.3,0.4,0.15,0.2,0.15,0.1,0.15,0,0.011413980485248406
R26802,Bahrain,47.0,18.0,21.8,84.0,mid,cool,9.0,7.0,SOFT>HARD>MEDIUM,3.0,0.45,0.35,0.2,0.05,0.1,0.15,0.15,0.15,0,0.011410775259631254
